ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h00274_at	11		Hs.518750		54940	OCIAD1	OCIA domain containing 1		
gnf1h00275_x_at						FLJ20464	hypothetical protein FLJ20464		
gnf1h00276_s_at	11	NM_017839	Hs.460857		54947	AYTL1	acyltransferase like 1	ENST00000262134	84290
gnf1h00277_at	11	NM_017841			54949	FLJ20487	hypothetical protein FLJ20487		
gnf1h00278_at	11	NM_017907			55004	FLJ20625	hypothetical protein FLJ20625		
gnf1h00279_at	10	NM_017924	Hs.525238		55017	C14orf119	chromosome 14 open reading frame 119	ENST00000319074	
gnf1h00280_at	11		Hs.610967			FLJ20825	CDNA FLJ20825 fis, clone ADSE00160		
gnf1h00281_x_at						FLJ20825	hypothetical protein FLJ20825		
gnf1h00282_at							Homo sapiens hypothetical protein FLJ10194 (FLJ10194), mRNA.		
gnf1h00283_s_at	11	NM_018064	Hs.485915		55122	C6orf166	chromosome 6 open reading frame 166	ENST00000257787	
gnf1h00284_at	11	NM_018086	Hs.593650		55137	FIGN	fidgetin	ENST00000333129	
gnf1h00285_at	11	NM_018142	Hs.512627		55174	C8orf35	chromosome 8 open reading frame 35	ENST00000300321	
gnf1h00286_at	9	NM_018290	Hs.23363		55276	PGM2	phosphoglucomutase 2		
gnf1h00287_at	11	NM_018323	Hs.443733		55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta		
gnf1h00288_at	10	NM_018348	Hs.72782		55783	FLJ11171	hypothetical protein FLJ11171	ENST00000338099	
gnf1h00289_at	10	NM_018364	Hs.486285		54665	RSBN1	round spermatid basic protein 1		
gnf1h00290_at	10	NM_018366	Hs.7570		55330	CNO	cappuccino homolog (mouse)		
gnf1h00291_at	10	NM_018367			55331	PHCA	phytoceramidase, alkaline	ENST00000278544	
gnf1h00292_s_at	11	NM_033502	Hs.591783		55809	TRERF1	transcriptional regulating factor 1		
gnf1h00293_at	11		Hs.176626		55363	HEMGN	hemogen		
gnf1h00294_at	11	NM_018440	Hs.266175		55824	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	ENST00000220597	
gnf1h00295_at	11	NM_018445			55829	SELS	selenoprotein S		
gnf1h00296_at	11	NM_018486			55869	HDAC8	histone deacetylase 8		
gnf1h00297_at							PRO1722		
gnf1h00298_at							Homo sapiens hypothetical protein PRO2369 (PRO2369), mRNA.		
gnf1h00299_at						ALS2CR2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2		
gnf1h00300_at						PRO1051	hypothetical protein PRO1051		
gnf1h00301_at							PRO1410		
gnf1h00302_at							Homo sapiens hypothetical protein PRO2049 (PRO2049), mRNA.		
gnf1h00303_at						PRO2121	hypothetical protein PRO2121		
gnf1h00304_at							PRO2379		
gnf1h00305_at							PRO2738		
gnf1h00306_at	11	NM_018645	Hs.42949		55502	HES6	hairy and enhancer of split 6 (Drosophila)	ENST00000272937	
gnf1h00307_at	8		Hs.149168		55504	TNFRSF19	tumor necrosis factor receptor superfamily, member 19		
gnf1h00308_at	11	NM_018661			55894	DEFB103A	defensin, beta 103A		
gnf1h00309_at	11	NM_018670			55897	MESP1	mesoderm posterior 1 homolog (mouse)		
gnf1h00310_at	11		Hs.517034		55902	ACSS2	acyl-CoA synthetase short-chain family member 2		
gnf1h00311_s_at	11		Hs.592262		55904	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)		
gnf1h00312_at	11	NM_018685	Hs.62180		54443	ANLN	anillin, actin binding protein (scraps homolog, Drosophila)	ENST00000265748	
gnf1h00313_at	11	NM_018718			95681	TSGA14	testis specific, 14		
gnf1h00314_at	11	NM_018719			55536	CDCA7L	cell division cycle associated 7-like	ENST00000356195	
gnf1h00315_at	9	NM_018838			55967	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	ENST00000327772	
gnf1h00316_s_at	11	NM_018838	Hs.506374		55967	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	ENST00000327772	
gnf1h00317_at						LOC55970	G-protein gamma-12 subunit		
gnf1h00318_at	8					LOC55971	ENST00000005260 transcript (in rel.42.36d)	ENST00000005260	
gnf1h00319_at	11	NM_018995	Hs.62880		54456	MOV10L1	Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	ENST00000262794	
gnf1h00320_at						FLJ20015	hypothetical protein		
gnf1h00321_at	11	NM_019035	Hs.591691		54510	PCDH18	protocadherin 18	ENST00000344876	
gnf1h00322_at	11	NM_019074	Hs.511076		54567	DLL4	delta-like 4 (Drosophila)	ENST00000249749	
gnf1h00323_at	11	NM_019091	Hs.41086		65977	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3		
gnf1h00324_at	11		Hs.8008		55929	DMAP1	DNA methyltransferase 1 associated protein 1		
gnf1h00325_at						HMT-1	beta-1,4 mannosyltransferase		
gnf1h00326_at	11	NM_019558			3234	HOXD8	homeobox D8	ENST00000313173	
gnf1h00327_at	11	NM_019592	Hs.388742		56254	RNF20	ring finger protein 20	ENST00000374819	
gnf1h00328_at	11	NM_019842	Hs.98129		56479	KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5		
gnf1h00329_at						LOC56624	mitochondrial ceramidase		
gnf1h00330_at	11		Hs.469060		56655	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)		
gnf1h00331_at	11	NM_020064	Hs.283809		56751	BARHL1	BarH-like 1 (Drosophila)	ENST00000263610	
gnf1h00332_at	11	NM_020134	Hs.299315		56896	DPYSL5	dihydropyrimidinase-like 5		
gnf1h00333_at	11	NM_020137			56850	GRIPAP1	GRIP1 associated protein 1		
gnf1h00334_at						AD-020	protein x 013		
gnf1h00335_at	11	NM_020159			56916	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1		
gnf1h00336_at	11	NM_020162	Hs.250456		56919	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33		
gnf1h00337_at	11	NM_020165	Hs.375684		56852	RAD18	RAD18 homolog (S. cerevisiae)		
gnf1h00338_s_at	11		Hs.435976		56853	BRUNOL4	bruno-like 4, RNA binding protein (Drosophila)		
gnf1h00339_at	10	NM_020200	Hs.405619		56952	PRTFDC1	phosphoribosyl transferase domain containing 1		
gnf1h00340_at						DKFZp547I224	hypothetical protein DKFZp547I224		
gnf1h00341_s_at						DKFZp547I224	hypothetical protein DKFZp547I224		
gnf1h00342_x_at						DKFZp547I224	hypothetical protein DKFZp547I224		
gnf1h00343_at	11	NM_020235	Hs.124366		56987	BBX	bobby sox homolog (Drosophila)		
gnf1h00344_at	10	NM_020236			65008	MRPL1	mitochondrial ribosomal protein L1		
gnf1h00345_at	11		Hs.508829		56990	CDC42SE2	CDC42 small effector 2	ENST00000360515	
gnf1h00346_at	9					MGST1	ENST00000010404 transcript (in rel.42.36d)	ENST00000010404	
gnf1h00347_at	11	NM_020345	Hs.173202		28512	NKIRAS1	NFKB inhibitor interacting Ras-like 1		
gnf1h00348_at	9	NM_020361			57094	CPA6	carboxypeptidase A6		
gnf1h00349_at	11	NM_020362			57095	C1orf128	chromosome 1 open reading frame 128		
gnf1h00350_at	11	NM_020421	Hs.413208		57143	ADCK1	aarF domain containing kinase 1		
gnf1h00351_at	11	NM_020428	Hs.631631		57153	SLC44A2	solute carrier family 44, member 2		
gnf1h00352_at	11		Hs.336431		85378	TUBGCP6	tubulin, gamma complex associated protein 6	ENST00000248846	
gnf1h00353_at	11		Hs.348963		10838	ZNF275	zinc finger protein 275		
gnf1h00354_at	11	NM_020665	Hs.129614		57393	TMEM27	transmembrane protein 27	ENST00000380342	
gnf1h00355_at	11	NM_020677			57407	HSCARG	HSCARG protein	ENST00000283429	
gnf1h00356_at	10	NM_020679	Hs.325631		57409	MIF4GD	MIF4G domain containing		
gnf1h00357_at	10		Hs.238839		57410	SCYL1	SCY1-like 1 (S. cerevisiae)		
gnf1h00358_at						HT018	HT018 protein		
gnf1h00359_at	11	NM_020682	Hs.123461		57412	AS3MT	arsenic (+3 oxidation state) methyltransferase		
gnf1h00360_at	9	NM_020683			140	ADORA3	adenosine A3 receptor		
gnf1h00361_at	10		Hs.488827		57414	RHBDD2	rhomboid domain containing 2		
gnf1h00362_at	10	NM_020707			57467	GUP1	GUP1, glycerol uptake/transporter homolog (yeast)		
gnf1h00363_s_at	11	NM_020726	Hs.247460		57486	NLN	neurolysin (metallopeptidase M3 family)		
gnf1h00364_at	11	NM_020770	Hs.591464		57530	CGN	cingulin		
gnf1h00365_at	11	NM_020794			57554	LRRC7	leucine rich repeat containing 7		
gnf1h00366_at	11	NM_020815			57575	PCDH10	protocadherin 10		
gnf1h00367_s_at	11		Hs.192859		57575	PCDH10	protocadherin 10	ENST00000264360	
gnf1h00368_s_at	11	NM_020886	Hs.503891		57646	USP28	ubiquitin specific peptidase 28		
gnf1h00369_at						OSBPL5	oxysterol binding protein-like 5		
gnf1h00370_at	11	NM_020919			57679	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	ENST00000264276	
gnf1h00371_at	11	NM_020963			4343	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)		
gnf1h00372_at	11	NM_020967	Hs.25669		57727	NCOA5	nuclear receptor coactivator 5		
gnf1h00373_at	11	NM_021160	Hs.388188		7920	BAT5	HLA-B associated transcript 5		
gnf1h00374_at	11	NM_021170			57801	HES4	hairy and enhancer of split 4 (Drosophila)	ENST00000304952	
gnf1h00375_at	11	NM_021215	Hs.278839		58490	C20orf77	chromosome 20 open reading frame 77	ENST00000373433	
gnf1h00376_at	11	NM_021216	Hs.301431		58491	ZNF71	zinc finger protein 71 (Cos26)	ENST00000328070	
gnf1h00377_x_at	11	NM_021216	Hs.301431		58491	ZNF71	zinc finger protein 71 (Cos26)	ENST00000328070	
gnf1h00378_at	11	NM_021229	Hs.201034		59277	NTN4	netrin 4		
gnf1h00379_s_at	11		Hs.438823		3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2		
gnf1h00380_at	11	NM_021240	Hs.189174		58524	DMRT3	doublesex and mab-3 related transcription factor 3	ENST00000190165	
gnf1h00381_at	9					PRM3	ENST00000327157 transcript (in rel.42.36d)	ENST00000327157	
gnf1h00382_at	10		Hs.413493		56658	TRIM39	tripartite motif-containing 39		
gnf1h00383_at	11	NM_021571			59082	ICEBERG	ICEBERG caspase-1 inhibitor		
gnf1h00384_at	11		Hs.288655		5015	OTX2	orthodenticle homolog 2 (Drosophila)	ENST00000339475	
gnf1h00385_at	11	NM_021807	Hs.321273		60412	EXOC4	exocyst complex component 4	ENST00000253861	
gnf1h00386_at	9		Hs.301062		50614	GALNT9	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9)	ENST00000328957	
gnf1h00387_at	10		Hs.54973		60437	CDH26	cadherin-like 26		
gnf1h00388_at	10		Hs.180141		1073	CFL2	cofilin 2 (muscle)		
gnf1h00389_at	10		Hs.193326		53834	FGFRL1	fibroblast growth factor receptor-like 1	ENST00000264748	
gnf1h00390_at						FLJ22174	hypothetical protein FLJ22174		
gnf1h00391_at	11		Hs.495419		26301	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1		
gnf1h00392_at	11	NM_022059			58191	CXCL16	chemokine (C-X-C motif) ligand 16		
gnf1h00393_at	9		Hs.187773		63930	C20orf51	chromosome 20 open reading frame 51		
gnf1h00394_at	11	NM_080546	Hs.573495		23446	SLC44A1	solute carrier family 44, member 1		
gnf1h00395_at	10		Hs.137516		63979	FIGNL1	fidgetin-like 1		
gnf1h00396_at	11	NM_022124	Hs.568788		64072	CDH23	cadherin-like 23	ENST00000224721	
gnf1h00397_at	11	NM_022134			64090	GAL3ST2	galactose-3-O-sulfotransferase 2	ENST00000192314	
gnf1h00398_at	11		Hs.497349		64093	SMOC1	SPARC related modular calcium binding 1	ENST00000361956	
gnf1h00399_at	11	NM_022143	Hs.567566		64101	LRRC4	leucine rich repeat containing 4	ENST00000249363	
gnf1h00400_at	11		Hs.529778		64105	FKSG14	leucine zipper protein FKSG14		
gnf1h00401_at	10	NM_022340	Hs.475565		64145	ZFYVE20	zinc finger, FYVE domain containing 20	ENST00000253699	
gnf1h00402_at	9	NM_022373			64224	FLJ22313	hypothetical protein FLJ22313	ENST00000311350	
gnf1h00403_at	11	NM_022374	Hs.591568		64225	ARL6IP2	ADP-ribosylation factor-like 6 interacting protein 2		
gnf1h00404_at	9		Hs.514342		64282	PAPD5	PAP associated domain containing 5	ENST00000357464	
gnf1h00405_at	10		Hs.258209		117177	RAB3IP	RAB3A interacting protein (rabin3)		
gnf1h00406_at						FLJ10416	similar to constitutive photomorphogenic protein 1 (Arabidopsis)		
gnf1h00407_s_at						FLJ10416	similar to constitutive photomorphogenic protein 1 (Arabidopsis)		
gnf1h00408_at						C7orf2	chromosome 7 open reading frame 2		
gnf1h00409_at	11	NM_022482	Hs.28921		64412	ZNF336	zinc finger protein 336		
gnf1h00410_at	11	NM_022497	Hs.555973		64432	MRPS25	mitochondrial ribosomal protein S25	ENST00000253686	
gnf1h00411_at	11	NM_022566	Hs.513071		59274	MESDC1	mesoderm development candidate 1	ENST00000267984	
gnf1h00412_at	11	NM_022760	Hs.29341		56265	CPXM	carboxypeptidase X (M14 family)		64773
gnf1h00413_at	11	NM_022786	Hs.275736		64801	ARV1	ARV1 homolog (yeast)		
gnf1h00414_at	10	NM_022787	Hs.633762		64802	NMNAT1	nicotinamide nucleotide adenylyltransferase 1		
gnf1h00415_at	11	NM_022843			64881	PCDH20	protocadherin 20	ENST00000358674	
gnf1h00416_at	11	NM_022909	Hs.631967		64946	CENPH	centromere protein H		
gnf1h00417_at	11	NM_023074	Hs.567573		65251	ZNF649	zinc finger protein 649	ENST00000354957	
gnf1h00418_at	9	NM_023934			65991	FUNDC2	FUN14 domain containing 2		
gnf1h00419_at	11		Hs.144468		66005	CHID1	chitinase domain containing 1		
gnf1h00420_s_at	11	NM_023947	Hs.144468		66005	CHID1	chitinase domain containing 1		
gnf1h00421_at	11	NM_024038			79002	MGC2803	hypothetical protein MGC2803	ENST00000242784	
gnf1h00422_at						MGC5521	hypothetical protein MGC5521		
gnf1h00423_at	11	NM_024297			79142	PHF23	PHD finger protein 23		
gnf1h00424_at	11	NM_024528	Hs.522771		79576	NKAP	NF-kappaB activating protein	ENST00000371410	
gnf1h00425_at	11	NM_024556	Hs.276315		79607	FLJ21103	hypothetical protein FLJ21103	ENST00000360194	
gnf1h00426_at	11	NM_024575	Hs.16179		79626	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2	ENST00000368910	
gnf1h00427_at	11	NM_024607	Hs.458513		79660	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	ENST00000310455	
gnf1h00428_at	11	NM_024665			79718	TBL1XR1	transducin (beta)-like 1X-linked receptor 1	ENST00000314694	
gnf1h00429_at	11		Hs.525088		79780	FLJ23518	hypothetical protein FLJ23518	ENST00000278520	
gnf1h00430_at	11	NM_001001664	Hs.333297		339745	LOC339745	hypothetical protein LOC339745	ENST00000280098	
gnf1h00431_x_at						FLJ13952	hypothetical protein FLJ13952		
gnf1h00432_at							FLJ12267		
gnf1h00433_at	9	NM_024867			79925	FLJ23577	KPL2 protein		
gnf1h00434_at	11					FLJ23112	ENST00000366904 transcript (in rel.42.36d)	ENST00000366904	
gnf1h00435_at							FLJ11702		
gnf1h00436_at						FLJ13744	hypothetical protein FLJ13744		
gnf1h00437_at							FLJ14058		
gnf1h00438_x_at							FLJ14058		
gnf1h00439_x_at						FLJ22692	hypothetical protein FLJ22692		
gnf1h00440_at	9					FLJ14299	ENST00000331569 transcript (in rel.42.36d)	ENST00000331569	
gnf1h00441_at						FLJ23042	hypothetical protein FLJ23042		
gnf1h00442_x_at						FLJ23042	hypothetical protein FLJ23042		
gnf1h00443_at	11		Hs.410889		26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2		
gnf1h00444_s_at	11		Hs.410889		26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2		
gnf1h00445_at	10	NM_025193			80270	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7		
gnf1h00446_at						FLJ20886	hypothetical protein FLJ20886		
gnf1h00447_at	9	NM_025211			80318	GKAP1	G kinase anchoring protein 1		
gnf1h00448_at	11	NM_025216	Hs.121540		80326	WNT10A	wingless-type MMTV integration site family, member 10A	ENST00000258411	
gnf1h00449_at						CALP	calsenilin-like protein		
gnf1h00450_s_at						CALP	calsenilin-like protein		
gnf1h00451_at	11	NM_025227			80341	BPIL1	bactericidal/permeability-increasing protein-like 1	ENST00000170150	
gnf1h00452_at	11		Hs.349204		50964	SOST	sclerosteosis		
gnf1h00453_at	11	NM_025245			80714	PBX4	pre-B-cell leukemia transcription factor 4	ENST00000251203	
gnf1h00454_at	11		Hs.115099		80832	APOL4	apolipoprotein L, 4		
gnf1h00455_at	11	NM_030811			64949	MRPS26	mitochondrial ribosomal protein S26	ENST00000380325	
gnf1h00456_at	11		Hs.105016		81573	ANKRD13C	ankyrin repeat domain 13C		
gnf1h00457_at	11	NM_030876			81696	OR5V1	olfactory receptor, family 5, subfamily V, member 1		
gnf1h00458_at						FLJ21673	hypothetical protein FLJ21673		
gnf1h00459_at	11	NM_030916	Hs.492490		81607	PVRL4	poliovirus receptor-related 4	ENST00000368012	
gnf1h00460_at	11		Hs.120551		81793	TLR10	toll-like receptor 10		
gnf1h00461_at	11		Hs.415950		83416	FCRL5	Fc receptor-like 5		
gnf1h00462_at	11	NM_031282	Hs.120260		83417	FCRL4	Fc receptor-like 4	ENST00000271532	
gnf1h00463_at	11	NM_031306	Hs.497332		83479	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	ENST00000367349	
gnf1h00464_x_at						DKFZP564B1023	hypothetical protein DKFZp564B1023		
gnf1h00465_at						CECR2	cat eye syndrome chromosome region, candidate 2		
gnf1h00466_s_at	11		Hs.309767		56164	STK31	serine/threonine kinase 31		
gnf1h00467_at	11	NM_031415	Hs.133244		56169	MLZE	melanoma-derived leucine zipper, extra-nuclear factor		
gnf1h00468_at	11					MAIL	ENST00000326151 transcript (in rel.42.36d)	ENST00000326151	
gnf1h00469_at	11	NM_031422			83539	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	ENST00000284224	
gnf1h00470_at	11		Hs.234545		83540	CDCA1	cell division cycle associated 1		
gnf1h00471_at	11	NM_017712	Hs.131776		54858	PGPEP1	pyroglutamyl-peptidase I	ENST00000269919	
gnf1h00472_at	11	NM_031427			83544	C14orf168	chromosome 14 open reading frame 168		
gnf1h00473_s_at	11	NM_032800			84886	C1orf198	chromosome 1 open reading frame 198		
gnf1h00474_at	11	NM_031429			83546	RTBDN	retbindin		
gnf1h00475_at	11	NM_031430			83547	RILP	Rab interacting lysosomal protein		
gnf1h00476_at	11	NM_031431			83548	COG3	component of oligomeric golgi complex 3	ENST00000349995	
gnf1h00477_at	11	NM_031432	Hs.9597		83549	UCK1	uridine-cytidine kinase 1		
gnf1h00478_at	11	NM_031433	Hs.632102		83552	MFRP	membrane frizzled-related protein		114902
gnf1h00479_at	11	NM_031434			83590	C7orf21	chromosome 7 open reading frame 21	ENST00000297533	
gnf1h00480_x_at	11	NM_031434			83590	C7orf21	chromosome 7 open reading frame 21	ENST00000297533	
gnf1h00481_at	11	NM_031435	Hs.245798		83591	THAP2	THAP domain containing, apoptosis associated protein 2		
gnf1h00482_at	11	NM_001040177			83592	AKR1CL2	aldo-keto reductase family 1, member C-like 2		
gnf1h00483_at	11		Hs.497579		83593	RASSF5	Ras association (RalGDS/AF-6) domain family 5		
gnf1h00484_at	8	NM_031438	Hs.434289		83594	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12		
gnf1h00485_at	10	NM_031439	Hs.213194		83595	SOX7	SRY (sex determining region Y)-box 7		
gnf1h00486_at	11	NM_031440	Hs.196584		83597	RTP3	receptor transporter protein 3	ENST00000296142	
gnf1h00487_at						MGC4607	hypothetical protein MGC4607		
gnf1h00488_at	11	NM_031445			83607	MGC4268	hypothetical protein MGC4268	ENST00000272647	
gnf1h00489_at	11	NM_031446			83608	C18orf21	chromosome 18 open reading frame 21		
gnf1h00490_at	10	NM_031451			83639	TEX101	testis expressed sequence 101	ENST00000253435	
gnf1h00491_at	10	NM_031452			83640	FAM103A1	family with sequence similarity 103, member A1	ENST00000304191	
gnf1h00492_at	10	NM_031453			83641	FAM107B	family with sequence similarity 107, member B		
gnf1h00493_at	11	NM_031457	Hs.150878		83661	MS4A8B	membrane-spanning 4-domains, subfamily A, member 8B	ENST00000300226	
gnf1h00494_at	11	NM_031458			83666	PARP9	poly (ADP-ribose) polymerase family, member 9	ENST00000360356	
gnf1h00495_at	11	NM_031459	Hs.469543		83667	SESN2	sestrin 2	ENST00000253063	
gnf1h00496_at	11	NM_031460	Hs.162282		89822	KCNK17	potassium channel, subfamily K, member 17		
gnf1h00497_at	9	NM_031461	Hs.436542		83690	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1	ENST00000262207	
gnf1h00498_at	11		Hs.522805		83692	CD99L2	CD99 antigen-like 2		
gnf1h00499_at	10	NM_031464			83694	RPS6KL1	ribosomal protein S6 kinase-like 1		
gnf1h00500_at	11	NM_031465			83695	C12orf32	chromosome 12 open reading frame 32	ENST00000303648	
gnf1h00501_at	11		Hs.333274		83698	CALN1	calneuron 1		
gnf1h00502_at	11	NM_031469	Hs.302772		83699	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	ENST00000369838	
gnf1h00503_at	11	NM_032801	Hs.150718		83700	JAM3	junctional adhesion molecule 3	ENST00000299106	
gnf1h00504_at	11		Hs.180535		83706	URP2	UNC-112 related protein 2		
gnf1h00505_at	10		Hs.326586		83707	TRPT1	tRNA phosphotransferase 1	ENST00000317459	
gnf1h00506_at	11	NM_031473			28981	IFT81	intraflagellar transport 81 homolog (Chlamydomonas)		
gnf1h00507_at	11	NM_031475			83715	ESPN	espin	ENST00000377828	
gnf1h00508_at	11	NM_031477			83719	YPEL3	yippee-like 3 (Drosophila)	ENST00000204279	
gnf1h00509_at	11	NM_031478	Hs.558560		83723	FAM57B	family with sequence similarity 57, member B		
gnf1h00510_at	11		Hs.591353		83732	RIOK1	RIO kinase 1 (yeast)		
gnf1h00511_at	11					MGC4415	ENST00000285605 transcript (in rel.42.36d)	ENST00000285605	
gnf1h00512_at	11		Hs.248785		56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	ENST00000358148	
gnf1h00513_at	11					H-l(3)mbt-l	ENST00000216237 transcript (in rel.42.36d)	ENST00000216237	
gnf1h00514_at	11	NM_031491			83758	RBP5	retinol binding protein 5, cellular	ENST00000266560	
gnf1h00515_at	11	NM_031498			2793	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	ENST00000300406	
gnf1h00516_at	11	NM_031854	Hs.572443		83755	KRTAP4-12	keratin associated protein 4-12		
gnf1h00517_s_at	11	NM_031854	Hs.572443		83755	KRTAP4-12	keratin associated protein 4-12		
