#UniProt	Protein name					  Target ID	    Compound Key  Compound ID	    Compound Name	   First Approval Withdrawn Flag	Description of mech. of action.	   Action Type
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     RG3487        CHEMBL3544952     RG3487                                 0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     TEDATIOXETIN  CHEMBL2104986     TEDATIOXETINE                          0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin (5-HT) receptor                           CHEMBL2096904                                                                                                                                                                  
A8MPY1        GABA-C receptor                                     CHEMBL2109242                                                                                                                                                                  
O00305        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
O15547        P2X purinoceptor 6                                  CHEMBL2670                                                                                                                                                                     
O15554        Intermediate conductance calcium-activated potassi  CHEMBL4305        CHLORZOXAZON  CHEMBL1371        Chlorzoxazone                   1958   0   Intermediate conductance calcium-activated potassi  OPENER                        
O15554        Intermediate conductance calcium-activated potassi  CHEMBL4305        SENICAPOC     CHEMBL405821      SENICAPOC                              0   Intermediate conductance calcium-activated potassi  BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     ETHOSUXIMIDE  CHEMBL696         Ethosuximide                    1960   0   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     MIBEFRADIL D  CHEMBL1534525     MIBEFRADIL DIHYDROCHLORIDE      1997   1   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     METHSUXIMIDE  CHEMBL697         Methsuximide                    1957   0   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     PARAMETHADIO  CHEMBL1100        Paramethadione                  1949   0   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     PHENSUXIMIDE  CHEMBL797         Phensuximide                    1982   0   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated T-type calcium channel                CHEMBL2362995     TRIMETHADION  CHEMBL695         Trimethadione                   1946   0   Voltage-gated T-type calcium channel blocker        BLOCKER                       
O43497        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
O43497        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
O43497        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
O43497        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
O43497        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
O43497        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
O43497        Voltage-gated T-type calcium channel alpha-1G subu  CHEMBL4641                                                                                                                                                                     
O43525        Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)  CHEMBL2221348     FLINDOKALNER  CHEMBL266510      FLINDOKALNER                           0   Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)  ACTIVATOR                     
O43525        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
O43525        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
O43525        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
O43525        KCNQ (Kv7) potassium channel                        CHEMBL2363063     EZOGABINE     CHEMBL41355       Ezogabine                       2011   0   KCNQ (Kv7) potassium channel blocker                BLOCKER                       
O43525        Voltage-gated potassium channel subunit Kv7.3       CHEMBL2684                                                                                                                                                                     
O43525        Voltage-gated potassium channel KCNQ3/KCNQ4         CHEMBL3707192     FLINDOKALNER  CHEMBL266510      FLINDOKALNER                           0   Voltage-gated potassium channel KCNQ3/KCNQ4 activa  ACTIVATOR                     
O43526        Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)  CHEMBL2221348     FLINDOKALNER  CHEMBL266510      FLINDOKALNER                           0   Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)  ACTIVATOR                     
O43526        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
O43526        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
O43526        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
O43526        KCNQ (Kv7) potassium channel                        CHEMBL2363063     EZOGABINE     CHEMBL41355       Ezogabine                       2011   0   KCNQ (Kv7) potassium channel blocker                BLOCKER                       
O43526        Voltage-gated potassium channel subunit Kv7.2       CHEMBL2476        FLINDOKALNER  CHEMBL266510      FLINDOKALNER                           0   Voltage-gated potassium channel subunit Kv7.2 acti  ACTIVATOR                     
O60359        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
O60359        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
O60359        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
O60359        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
O60359        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
O60359        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     AV-101        CHEMBL3545351     AV-101                                 0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     AZD8108       CHEMBL3707355     AZD8108                                0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     ACAMPROSATE   CHEMBL2068724     Acamprosate Calcium             2004   0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     AMANTADINE H  CHEMBL1569        Amantadine Hydrochloride        1968   0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     CNS-5161      CHEMBL41306       CNS-5161                               0   Glutamate [NMDA] receptor blocker                   BLOCKER                       
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     DELUCEMINE    CHEMBL2110814     DELUCEMINE                             0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     FELBAMATE     CHEMBL1094        Felbamate                       1993   0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     GW468816      CHEMBL1207366     GW468816                               0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     Indantadol    CHEMBL3707400     Indantadol                             0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     KETAMINE HYD  CHEMBL1714        Ketamine Hydrochloride          1970   0   Glutamate [NMDA] receptor negative allosteric modu  NEGATIVE ALLOSTERIC MODULATOR 
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     LANICEMINE    CHEMBL2107647     LANICEMINE                             0   Glutamate [NMDA] receptor blocker                   BLOCKER                       
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     MEMANTINE HY  CHEMBL1699        Memantine Hydrochloride         2003   0   Glutamate [NMDA] receptor negative allosteric modu  NEGATIVE ALLOSTERIC MODULATOR 
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     NEBOGLAMINE   CHEMBL1255840     NEBOGLAMINE                            0   Glutamate [NMDA] receptor positive allosteric modu  POSITIVE ALLOSTERIC MODULATOR 
O60391        Glutamate [NMDA] receptor                           CHEMBL2094124     NRX-1074      CHEMBL3545230     NRX-1074                               0   Glutamate [NMDA] receptor partial agonist           PARTIAL AGONIST               
